,BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
4739,0,25000,140000.0,183600.0,DebtCon,ProfExe,12.6,0.0,1.0,148.13333333,0.0,37.0,
1118,0,9900,108155.0,219936.0,HomeImp,ProfExe,2.0,0.0,0.0,126.93937738,1.0,15.0,27.992051659
691,0,8100,78508.0,200133.0,HomeImp,Self,14.0,0.0,0.0,9.1,,8.0,
4974,0,26300,,45913.0,DebtCon,Other,,,,92.577224078,,13.0,27.924000892
4367,0,22700,36253.0,88461.0,HomeImp,Other,24.0,0.0,0.0,255.0887578,0.0,7.0,26.867617382
3047,0,16600,95860.0,123546.0,DebtCon,Office,0.0,,2.0,252.75748794,1.0,29.0,40.608567483
1677,0,11900,117550.0,144178.0,DebtCon,ProfExe,15.0,,1.0,170.9458328,1.0,32.0,29.099981214
3531,0,18600,38674.0,63641.0,HomeImp,Other,23.0,0.0,0.0,245.04937197,0.0,13.0,25.180989842
5815,0,50000,174900.0,250000.0,DebtCon,ProfExe,5.5,0.0,0.0,235.43333333,2.0,33.0,
3609,0,18900,82537.0,117610.0,DebtCon,Mgr,16.0,0.0,0.0,233.84853474,5.0,30.0,39.064892967
2391,0,14400,61121.0,88844.0,HomeImp,Other,,0.0,0.0,295.79211095,0.0,20.0,30.303766952
1114,0,9900,117003.0,219783.0,HomeImp,ProfExe,1.0,0.0,0.0,130.76638619,0.0,14.0,25.622610897
4634,0,24300,21660.0,48475.0,DebtCon,Other,26.0,0.0,0.0,102.78283553,0.0,10.0,23.247958281
5255,0,28600,94165.0,130285.0,DebtCon,Office,10.0,0.0,1.0,137.81333094,0.0,28.0,42.080016037
1709,0,12000,35721.0,52938.0,HomeImp,Other,23.0,0.0,1.0,125.928071,0.0,22.0,38.627024993
2816,0,15800,9407.0,60165.0,DebtCon,Sales,1.0,0.0,0.0,310.65842115,0.0,5.0,40.051306199
5658,0,40000,5118.0,62000.0,HomeImp,Office,,0.0,0.0,311.43333333,0.0,19.0,
5087,0,27200,83894.0,121302.0,DebtCon,ProfExe,6.0,0.0,1.0,124.2746965,0.0,18.0,29.732489312
5906,0,64200,64888.0,145725.0,HomeImp,Office,10.0,0.0,1.0,136.94781122,0.0,11.0,40.531823103
5794,0,47900,95377.0,157273.0,DebtCon,Other,16.0,0.0,0.0,236.30265954,8.0,18.0,39.103045244
4597,0,24000,111488.0,163796.0,DebtCon,Mgr,15.0,0.0,0.0,185.80205049,0.0,25.0,32.22967397
639,0,7900,,35422.0,HomeImp,Office,19.0,0.0,0.0,184.39002923,0.0,15.0,37.836714873
4382,0,22800,,97634.0,HomeImp,Other,8.0,0.0,0.0,177.56974031,1.0,16.0,40.772248428
5957,0,89200,54045.0,92924.0,DebtCon,Other,15.0,0.0,0.0,212.27969667,0.0,15.0,35.55659049
4576,0,23900,90244.0,120751.0,DebtCon,Self,3.0,0.0,0.0,194.98725245,1.0,26.0,35.406059646
3906,0,20500,64123.0,103728.0,DebtCon,Office,8.0,,1.0,112.58226686,1.0,17.0,35.846272817
1798,0,12200,80336.0,102618.0,HomeImp,ProfExe,2.0,0.0,0.0,79.730260623,2.0,19.0,34.405482343
4322,0,22500,62137.0,95708.0,DebtCon,Office,4.0,,,187.16614886,,16.0,37.460417567
2701,0,15300,109767.0,117552.0,DebtCon,ProfExe,0.0,0.0,0.0,125.9425923,0.0,30.0,37.68939304
1814,0,12300,89333.0,106107.0,HomeImp,Other,19.0,0.0,0.0,120.25788605,3.0,24.0,28.774702133
5129,0,27500,131269.0,211014.0,DebtCon,ProfExe,10.0,0.0,0.0,234.35128879,2.0,26.0,18.735147443
2126,0,13300,66174.0,79957.0,DebtCon,Other,2.0,,,175.96269497,,34.0,31.563441222
1909,0,12600,67860.0,103426.0,DebtCon,Other,9.0,0.0,0.0,202.15263385,0.0,20.0,18.347529385
3758,0,20000,38955.0,80680.0,DebtCon,ProfExe,8.0,0.0,0.0,295.3007793,0.0,18.0,40.390956012
1158,0,10000,66000.0,89145.0,DebtCon,Office,9.0,0.0,0.0,215.03333333,3.0,29.0,
4442,0,23100,61524.0,96308.0,DebtCon,Office,1.0,0.0,0.0,160.38316815,1.0,21.0,35.112241195
110,0,4300,72021.0,80027.0,HomeImp,Other,2.0,2.0,0.0,263.97030029,0.0,5.0,36.432093937
4263,0,22200,98624.0,140938.0,DebtCon,ProfExe,,0.0,0.0,207.28893316,0.0,20.0,29.218895419
1834,0,12300,81590.0,90050.0,DebtCon,Mgr,6.0,0.0,0.0,136.7467587,1.0,26.0,41.732675815
300,1,5900,25972.0,41856.0,DebtCon,Other,2.0,0.0,2.0,157.96001139,3.0,27.0,40.628278175
2399,0,14400,45138.0,52029.0,DebtCon,Other,,0.0,0.0,94.38539454,0.0,15.0,40.136054213
1223,0,10100,68820.0,78830.0,DebtCon,Other,2.0,,,170.7224523,,34.0,29.206752832
5070,0,27000,54834.0,85391.0,DebtCon,Other,9.0,0.0,1.0,132.57854459,2.0,30.0,39.305739117
3009,0,16500,48491.0,112677.0,HomeImp,Office,2.0,,2.0,138.0960861,1.0,23.0,37.253333224
5881,0,53700,24158.0,82627.0,HomeImp,Other,2.0,2.0,0.0,250.66654255,6.0,14.0,43.268375449
2904,0,16000,77067.0,94613.0,DebtCon,Other,5.0,0.0,0.0,207.4133904,3.0,18.0,41.058989067
5002,0,26500,,64211.0,DebtCon,Other,26.0,0.0,0.0,127.4120114,0.0,10.0,22.289490827
1385,0,10700,147477.0,181050.0,HomeImp,Office,6.0,0.0,0.0,190.02108492,1.0,55.0,34.698162391
4067,0,21300,56729.0,114643.0,DebtCon,ProfExe,14.0,0.0,3.0,276.17016698,1.0,36.0,25.830883226
5628,0,38600,145590.0,209950.0,HomeImp,ProfExe,4.0,0.0,0.0,149.88112894,0.0,31.0,35.582788826
3086,1,16800,44983.0,65000.0,DebtCon,Sales,4.0,2.0,1.0,77.033333333,6.0,43.0,
4612,0,24200,91491.0,141827.0,DebtCon,ProfExe,21.0,1.0,0.0,163.17437719,0.0,25.0,42.060981767
4253,0,22100,36084.0,84734.0,HomeImp,Other,25.0,0.0,0.0,257.84572885,0.0,6.0,24.52600298
5464,0,32800,13781.0,43371.0,DebtCon,Other,28.0,0.0,0.0,203.83930475,0.0,14.0,40.657779937
3285,1,17500,110603.0,142000.0,DebtCon,Other,1.0,1.0,0.0,163.06666667,3.0,25.0,
4863,0,25500,235839.0,267506.0,HomeImp,Self,5.0,0.0,0.0,240.21701392,3.0,51.0,39.048427763
3639,0,19100,31442.0,57151.0,DebtCon,Other,16.0,0.0,0.0,100.03263589,1.0,17.0,39.907041625
2792,0,15700,48093.0,65686.0,DebtCon,ProfExe,3.0,0.0,0.0,149.90637879,1.0,12.0,30.486361232
3566,0,18700,59929.0,89526.0,DebtCon,Office,0.0,0.0,0.0,64.454725278,0.0,22.0,35.087348647
894,1,8900,64343.0,84013.0,DebtCon,Other,4.0,0.0,0.0,39.221719253,0.0,12.0,35.788437459
2423,0,14600,58229.0,74027.0,DebtCon,Other,2.0,0.0,0.0,228.56035401,0.0,9.0,34.124242283
2091,0,13200,69697.0,91722.0,HomeImp,Office,24.0,1.0,0.0,183.52372929,1.0,14.0,39.752171789
5927,0,70500,196690.0,288512.0,DebtCon,Self,9.0,0.0,0.0,227.02713568,2.0,24.0,29.582300922
4815,0,25200,22773.0,72541.0,DebtCon,Other,,1.0,2.0,92.583557,1.0,26.0,30.420914823
5644,0,39400,148631.0,207976.0,HomeImp,ProfExe,6.0,0.0,0.0,151.25694622,0.0,31.0,35.43199305
4413,0,22900,88244.0,103144.0,HomeImp,,8.0,,,,,,31.072693603
984,1,9300,38115.0,60493.0,DebtCon,Other,14.0,0.0,0.0,91.932632264,0.0,18.0,29.633608474
3600,1,18900,,75252.0,DebtCon,,,,,,,,42.919604974
5141,0,27600,,117581.0,DebtCon,Mgr,10.0,0.0,0.0,165.00583942,0.0,27.0,34.998727775
5510,0,33700,36851.0,78893.0,DebtCon,Other,,,,302.72715042,0.0,16.0,41.822159875
1767,0,12100,96439.0,126328.0,HomeImp,Mgr,3.0,0.0,3.0,156.31913094,0.0,26.0,39.279313253
1618,1,11700,,67940.0,HomeImp,Mgr,3.0,3.0,4.0,204.02559324,1.0,38.0,
2565,0,15000,94705.0,114400.0,DebtCon,Other,9.0,0.0,0.0,300.26666667,2.0,19.0,
1512,0,11100,148235.0,182053.0,HomeImp,Office,4.0,0.0,0.0,198.80971711,0.0,55.0,33.538726152
4279,0,22300,59809.0,90883.0,DebtCon,Office,2.0,0.0,0.0,161.40290565,1.0,22.0,36.174251253
4976,0,26300,25530.0,79885.0,DebtCon,Other,,1.0,1.0,105.6387889,2.0,26.0,29.928636834
2285,0,13900,71425.0,81012.0,DebtCon,Other,2.0,0.0,0.0,242.94051409,2.0,26.0,32.175036059
5810,1,50000,220528.0,300900.0,HomeImp,Self,5.0,0.0,0.0,0.0,0.0,2.0,
2079,0,13100,50552.0,59889.0,DebtCon,Other,4.0,0.0,0.0,178.61236257,0.0,13.0,38.763313808
4953,0,26200,105096.0,136580.0,DebtCon,Mgr,9.0,2.0,0.0,181.35859173,4.0,17.0,39.187361612
2679,0,15200,59745.0,81269.0,DebtCon,,8.0,,,,,,26.985581223
5293,1,29000,101824.0,,DebtCon,Mgr,4.0,2.0,4.0,186.7,0.0,14.0,
741,0,8300,61213.0,65798.0,HomeImp,Other,6.0,0.0,0.0,86.296515758,2.0,20.0,41.426872232
4009,0,21000,53572.0,80048.0,DebtCon,Mgr,9.0,2.0,0.0,69.906569837,2.0,27.0,34.931086497
2906,0,16000,85228.0,91519.0,HomeImp,Office,,0.0,0.0,162.77120092,0.0,26.0,43.583882525
5868,0,52700,,80747.0,HomeImp,Self,10.0,0.0,0.0,174.12561564,0.0,21.0,25.264447543
1122,0,9900,84920.0,201713.0,HomeImp,Self,13.0,0.0,0.0,3.0443841399,,8.0,21.05764132
3197,0,17100,117337.0,131575.0,DebtCon,,16.0,0.0,0.0,177.62943226,0.0,17.0,39.176432459
2414,0,14500,100685.0,129840.0,HomeImp,ProfExe,9.0,0.0,0.0,166.84639629,2.0,32.0,27.527227051
5355,0,30400,46948.0,80473.0,DebtCon,Office,0.0,0.0,0.0,151.59709716,2.0,19.0,37.753876623
3075,0,16700,59207.0,83146.0,DebtCon,Other,2.0,0.0,0.0,309.49638798,3.0,15.0,43.48806641
3010,0,16500,47636.0,59586.0,DebtCon,Other,16.0,0.0,0.0,284.06554203,0.0,21.0,29.969006333
4221,0,22000,54010.0,97800.0,DebtCon,ProfExe,1.0,0.0,0.0,192.73333333,0.0,26.0,
492,0,7000,46225.0,59000.0,DebtCon,Other,16.0,0.0,4.0,219.13333333,0.0,37.0,
5110,0,27400,99900.0,143437.0,DebtCon,Mgr,21.0,0.0,0.0,211.10827714,0.0,12.0,39.110297625
5916,0,66400,69588.0,143926.0,HomeImp,Office,12.0,0.0,0.0,118.25448658,0.0,11.0,39.975347097
5107,0,27300,149950.0,177309.0,DebtCon,ProfExe,6.0,0.0,0.0,328.16812274,0.0,35.0,39.159553757
448,0,6800,45150.0,57150.0,DebtCon,Office,4.0,0.0,1.0,94.333333333,3.0,12.0,
4715,0,24900,,48291.0,DebtCon,Other,,,,94.078377582,,12.0,25.617845725
3957,0,20700,107766.0,146937.0,DebtCon,Office,12.0,0.0,2.0,223.13789747,0.0,24.0,42.547274756
1325,1,10500,89000.0,268000.0,HomeImp,ProfExe,,4.0,,120.8,2.0,15.0,
2883,1,16000,20000.0,60000.0,HomeImp,Other,11.0,0.0,0.0,51.033333333,0.0,9.0,
1535,0,11300,64437.0,79857.0,DebtCon,Office,5.0,0.0,0.0,88.789155967,2.0,14.0,27.899267889
3452,0,18200,120966.0,208782.0,DebtCon,Other,4.0,0.0,0.0,202.53433338,0.0,17.0,27.436646043
644,0,7900,,75462.0,,,,,,,,,23.345021675
5243,0,28400,206126.0,238745.0,HomeImp,Other,9.0,0.0,0.0,119.0697634,1.0,42.0,41.670187737
350,0,6200,,41657.0,HomeImp,Other,,,,293.95872355,,11.0,30.197630728
2897,1,16000,70000.0,87400.0,DebtCon,Office,18.0,,3.0,145.86666667,3.0,18.0,
871,0,8800,135899.0,202788.0,DebtCon,ProfExe,1.0,0.0,0.0,53.767621524,1.0,23.0,35.932025066
5485,0,33200,57419.0,103648.0,DebtCon,Office,4.0,0.0,0.0,175.38672313,1.0,25.0,34.286250508
1753,0,12000,36072.0,62960.0,DebtCon,ProfExe,8.0,0.0,0.0,288.5298732,0.0,16.0,22.423002459
3450,0,18200,4927.0,30198.0,DebtCon,Other,,0.0,0.0,89.599838668,1.0,19.0,41.230526879
1163,0,10000,,23400.0,HomeImp,,28.0,0.0,0.0,206.96666667,1.0,5.0,
5403,0,31400,16209.0,62450.0,DebtCon,Other,1.0,0.0,0.0,108.38765771,1.0,6.0,38.121275069
24,1,2400,,17180.0,HomeImp,Other,,0.0,0.0,14.566666667,3.0,4.0,
702,0,8100,13179.0,32981.0,,,,,,,,,31.742249284
5601,0,37500,111248.0,159739.0,DebtCon,Other,,0.0,0.0,260.08148423,2.0,13.0,36.393348123
2430,0,14600,28050.0,49244.0,HomeImp,Other,9.0,0.0,0.0,122.11663939,1.0,9.0,20.82876656
2828,1,15800,74815.0,89721.0,DebtCon,Mgr,16.0,0.0,0.0,,0.0,0.0,37.984504628
1801,0,12200,206613.0,232176.0,HomeImp,ProfExe,10.0,0.0,1.0,237.31576972,0.0,22.0,30.689439205
5423,0,31800,226152.0,283022.0,DebtCon,ProfExe,4.0,0.0,1.0,209.29737626,0.0,29.0,15.734143681
3886,0,20300,13838.0,30813.0,DebtCon,Other,0.0,0.0,0.0,39.645887291,1.0,3.0,29.98518301
5022,0,26600,122501.0,153280.0,DebtCon,Mgr,2.0,0.0,0.0,289.58172299,0.0,25.0,38.129711796
2208,0,13600,159591.0,182585.0,DebtCon,ProfExe,7.0,,1.0,199.69861743,3.0,25.0,42.319518305
4607,0,24100,95549.0,112283.0,DebtCon,Other,22.0,0.0,0.0,243.34973257,0.0,28.0,39.082696629
5155,1,27700,61396.0,111627.0,,Self,20.0,0.0,0.0,87.002500108,0.0,4.0,84.61388869
4404,0,22900,61067.0,96306.0,DebtCon,Other,5.0,0.0,0.0,228.898609,1.0,20.0,36.134959463
1245,0,10200,84196.0,91642.0,DebtCon,Other,1.0,0.0,0.0,104.83507193,1.0,32.0,38.376112633
4792,0,25100,77088.0,111568.0,DebtCon,Mgr,7.0,0.0,0.0,288.00802523,2.0,29.0,32.550837642
2077,0,13100,70368.0,87407.0,DebtCon,Other,2.0,0.0,0.0,232.99471273,3.0,26.0,29.66798564
3892,0,20400,153958.0,195834.0,DebtCon,Other,9.0,0.0,0.0,,1.0,15.0,31.134624378
1459,0,11000,85149.0,106820.0,HomeImp,Mgr,10.0,0.0,0.0,240.43333333,0.0,25.0,
978,1,9300,24000.0,37125.0,DebtCon,Office,3.5,1.0,1.0,148.03333333,2.0,19.0,
5007,1,26500,82859.0,,HomeImp,Office,0.4,2.0,0.0,177.5,0.0,22.0,
3028,1,16500,65900.0,87000.0,DebtCon,Other,26.0,0.0,3.0,109.56666667,5.0,35.0,
5497,0,33500,49292.0,104421.0,DebtCon,Office,1.0,0.0,0.0,161.83323555,1.0,25.0,36.896099455
2174,0,13500,42000.0,62800.0,DebtCon,ProfExe,6.0,0.0,0.0,153.16666667,2.0,12.0,
1453,0,11000,56795.0,70014.0,DebtCon,Other,3.0,0.0,1.0,319.79577127,0.0,10.0,33.596170858
973,0,9300,,36793.0,HomeImp,Other,,,,304.52018936,,11.0,30.738813764
4666,0,24500,67336.0,96060.0,DebtCon,ProfExe,8.0,0.0,1.0,142.34424975,3.0,25.0,35.979856239
2060,0,13000,,25552.0,HomeImp,,28.0,0.0,0.0,198.0728056,0.0,5.0,25.507820486
2776,0,15600,58728.0,92443.0,HomeImp,ProfExe,6.0,0.0,0.0,128.02959933,0.0,13.0,28.484858563
1049,0,9600,50655.0,59502.0,DebtCon,Other,0.0,0.0,0.0,93.432844102,0.0,20.0,37.982353508
786,0,8400,102894.0,117799.0,HomeImp,Other,9.0,,,420.09816444,1.0,49.0,39.633190088
117,0,4500,71082.0,79247.0,HomeImp,Other,4.0,0.0,0.0,118.76041007,0.0,14.0,41.421110521
5756,0,43800,,54046.0,DebtCon,Other,,5.0,,113.10435634,,19.0,29.997904971
2676,0,15200,8723.0,66817.0,DebtCon,Sales,0.0,0.0,0.0,309.50263352,0.0,5.0,37.7638359
2944,0,16200,49780.0,109050.0,HomeImp,Office,2.0,,2.0,128.28852927,0.0,23.0,39.57681143
1918,0,12600,85335.0,97094.0,DebtCon,Other,2.0,0.0,0.0,116.08660902,1.0,32.0,40.845246192
1170,0,10000,64320.0,102375.0,DebtCon,Office,10.0,0.0,0.0,148.16666667,1.0,13.0,
2036,1,13000,125969.0,144076.0,DebtCon,Other,4.0,0.0,0.0,110.19319627,2.0,30.0,48.977731698
5102,1,27300,106221.0,137727.0,DebtCon,Self,3.0,0.0,0.0,300.57451085,3.0,45.0,32.560359399
3924,0,20500,76620.0,185666.0,,Other,8.0,0.0,0.0,360.64005406,1.0,16.0,33.754318614
1466,1,11000,62227.0,81250.0,DebtCon,Office,9.0,0.0,5.0,123.76666667,3.0,34.0,
1190,1,10000,76700.0,97800.0,DebtCon,Other,25.0,,10.0,205.23333333,3.0,26.0,
2163,0,13500,71698.0,93536.0,DebtCon,Other,6.0,0.0,0.0,202.46588178,2.0,19.0,42.814734648
5082,0,27100,20479.0,46735.0,DebtCon,Other,24.0,0.0,0.0,103.81628973,0.0,10.0,24.258677221
1202,1,10000,34900.0,48000.0,HomeImp,Other,3.0,0.0,0.0,288.16666667,1.0,3.0,
4395,0,22900,90702.0,115355.0,DebtCon,Mgr,24.0,,0.0,308.85054,1.0,42.0,38.793334326
512,0,7100,25896.0,33580.0,DebtCon,Other,1.0,0.0,0.0,29.856365166,9.0,7.0,28.271474159
5267,0,28700,133188.0,179454.0,DebtCon,ProfExe,1.0,1.0,0.0,223.34866354,1.0,19.0,41.136159259
5253,0,28500,29338.0,62220.0,,Office,2.0,0.0,0.0,113.20592381,1.0,6.0,36.877098508
1057,0,9700,98232.0,117321.0,DebtCon,Other,19.0,0.0,2.0,194.42471787,2.0,15.0,36.95089224
2124,0,13300,,27136.0,HomeImp,,27.0,0.0,0.0,210.99697546,1.0,4.0,23.807147729
5818,1,50000,106000.0,,DebtCon,Mgr,0.8,0.0,2.0,252.63333333,3.0,32.0,
2061,0,13000,77355.0,114400.0,,,,,,,,,
5402,0,31400,12617.0,36082.0,DebtCon,Other,30.0,0.0,0.0,205.4598874,0.0,15.0,41.979000667
3054,0,16600,74784.0,100221.0,DebtCon,Mgr,1.0,0.0,0.0,90.05044751,0.0,17.0,25.708393802
3016,0,16500,97010.0,128101.0,DebtCon,Mgr,9.0,,,250.68186198,2.0,41.0,36.933331164
3437,0,18200,93702.0,158647.0,HomeImp,ProfExe,4.0,0.0,1.0,96.177793274,0.0,16.0,34.709935978
5679,0,40600,14534.0,60000.0,DebtCon,Other,20.0,0.0,0.0,206.96666667,1.0,31.0,
2743,0,15500,25448.0,39188.0,,Office,3.0,0.0,0.0,215.59249909,0.0,16.0,38.975114989
1898,0,12600,71370.0,90316.0,HomeImp,Office,26.0,0.0,0.0,162.3574415,2.0,14.0,39.875483802
3503,0,18500,14517.0,95150.0,HomeImp,Other,11.0,0.0,0.0,272.03410245,0.0,22.0,27.478583037
1543,0,11300,54984.0,63958.0,DebtCon,Mgr,4.0,0.0,0.0,190.92092996,1.0,16.0,28.086854837
1287,1,10300,39893.0,55000.0,DebtCon,Other,1.5,0.0,1.0,99.433333333,2.0,32.0,
3504,0,18500,102472.0,115719.0,DebtCon,ProfExe,0.0,0.0,0.0,120.09026456,0.0,30.0,34.243440963
2379,0,14300,31607.0,70118.0,DebtCon,ProfExe,6.0,0.0,0.0,255.71956727,0.0,15.0,23.062913802
1847,0,12400,80510.0,97548.0,HomeImp,ProfExe,1.0,0.0,0.0,74.404263327,1.0,19.0,36.457349926
5026,0,26700,73468.0,108774.0,DebtCon,ProfExe,11.0,0.0,0.0,290.08059139,1.0,32.0,39.042204499
530,1,7200,,76723.0,HomeImp,Other,10.0,0.0,0.0,70.193890188,0.0,11.0,41.250706258
3753,0,19900,4641.0,23636.0,DebtCon,Other,,0.0,0.0,63.535254747,1.0,19.0,40.442378233
3373,1,17900,51080.0,92051.0,HomeImp,Mgr,10.0,0.0,0.0,117.08978536,0.0,31.0,42.373232999
2069,0,13100,74832.0,98616.0,HomeImp,ProfExe,6.0,0.0,0.0,101.36228964,1.0,26.0,27.021480654
3941,1,20600,48500.0,72000.0,DebtCon,Other,17.0,0.0,0.0,,0.0,0.0,
3790,0,20000,49034.0,98250.0,DebtCon,Office,2.0,0.0,4.0,167.36666667,0.0,47.0,
1590,0,11500,64371.0,73636.0,DebtCon,ProfExe,2.0,0.0,0.0,162.11625392,1.0,35.0,39.791198955
4479,0,23400,91165.0,99564.0,HomeImp,,8.0,,,,,,28.978621413
5424,0,31800,195134.0,299299.0,DebtCon,Other,29.0,0.0,0.0,161.88512635,0.0,22.0,38.637023919
1335,0,10600,37742.0,64334.0,DebtCon,Mgr,,,,,,,37.541257884
296,0,5900,70973.0,77989.0,HomeImp,Other,7.0,0.0,0.0,120.37941429,0.0,24.0,41.442500462
3087,1,16800,27623.0,88231.0,DebtCon,ProfExe,8.0,0.0,0.0,122.46327196,0.0,12.0,55.962022219
4734,0,25000,94000.0,141750.0,DebtCon,Mgr,22.0,0.0,0.0,209.0,0.0,13.0,
5639,1,39000,3372.0,41500.0,HomeImp,ProfExe,4.3,0.0,0.0,326.66666667,6.0,15.0,
119,1,4500,57000.0,,HomeImp,Other,5.0,,,222.6,1.0,13.0,
4799,0,25100,58042.0,98964.0,DebtCon,Other,16.0,0.0,1.0,125.79586391,0.0,29.0,38.372223501
3400,1,18000,12900.0,21500.0,HomeImp,Office,5.0,3.0,0.0,109.56666667,0.0,33.0,
1411,0,10800,56477.0,94980.0,HomeImp,Other,17.0,0.0,0.0,179.91736263,0.0,28.0,25.210739655
791,0,8500,73752.0,87931.0,DebtCon,Mgr,21.0,1.0,1.0,291.62037844,0.0,24.0,39.003140628
5939,0,79200,22940.0,110114.0,HomeImp,,28.0,0.0,1.0,144.61612625,0.0,13.0,32.366511586
1782,0,12100,83557.0,98881.0,HomeImp,ProfExe,6.0,0.0,0.0,102.22570446,1.0,26.0,25.782787088
2958,0,16200,76211.0,104348.0,DebtCon,Other,0.0,0.0,0.0,141.04682436,1.0,18.0,33.334411917
4015,1,21000,48735.0,71694.0,DebtCon,Other,8.0,0.0,0.0,48.498970842,3.0,10.0,32.921400637
5101,0,27300,135823.0,185416.0,DebtCon,Mgr,1.0,,,135.35974766,,38.0,32.794976443
4229,1,22000,124000.0,155000.0,DebtCon,Sales,1.0,,7.0,130.3,,55.0,
3126,0,16900,102108.0,117650.0,DebtCon,Other,9.0,0.0,0.0,279.11258466,1.0,19.0,29.645177293
5563,0,36000,145908.0,190303.0,DebtCon,ProfExe,20.0,0.0,0.0,179.71924547,0.0,21.0,38.600764985
3987,0,20900,111464.0,144487.0,DebtCon,Office,11.0,0.0,1.0,206.67735326,0.0,25.0,40.065477156
1939,0,12700,105293.0,121416.0,,Office,14.0,0.0,0.0,250.01888053,0.0,16.0,35.287166428
5234,0,28400,46126.0,66942.0,DebtCon,Office,18.0,0.0,0.0,180.66830818,2.0,21.0,33.76903515
65,0,3600,83700.0,111800.0,HomeImp,ProfExe,6.0,0.0,0.0,192.73333333,1.0,28.0,
5380,0,30900,189798.0,301984.0,DebtCon,Other,28.0,0.0,0.0,150.91736328,0.0,22.0,37.236507841
5571,0,36300,35287.0,56532.0,DebtCon,Other,,0.0,0.0,,7.0,0.0,32.624531901
2112,0,13300,64002.0,88174.0,DebtCon,Other,3.0,,,157.91698973,,34.0,29.79823118
2858,0,15900,42623.0,66458.0,DebtCon,ProfExe,4.0,0.0,0.0,146.82789245,1.0,12.0,30.289129835
3599,0,18900,123206.0,205608.0,DebtCon,Other,4.0,0.0,0.0,201.30237176,0.0,17.0,27.527502021
2849,0,15900,49516.0,105352.0,HomeImp,Other,0.0,0.0,2.0,54.437325617,0.0,9.0,40.270607618
2628,0,15100,49533.0,63607.0,DebtCon,Other,2.0,0.0,0.0,180.52329284,0.0,14.0,36.377182949
1058,0,9700,,64644.0,HomeImp,Other,,0.0,0.0,368.07092408,0.0,6.0,36.573169598
1840,0,12300,92573.0,119325.0,DebtCon,ProfExe,2.0,1.0,2.0,157.6206429,0.0,33.0,34.775102513
2689,0,15300,83004.0,121108.0,,,,,,,,,36.823393194
3940,0,20600,62531.0,96584.0,DebtCon,Office,1.0,0.0,0.0,146.83996796,0.0,21.0,33.945586146
5917,0,66500,64423.0,143341.0,HomeImp,Office,9.0,0.0,0.0,113.98444673,0.0,11.0,39.821439755
5279,0,28900,134509.0,211558.0,DebtCon,ProfExe,10.0,0.0,0.0,247.84445257,2.0,27.0,20.610706647
1650,0,11800,,65769.0,HomeImp,Other,,0.0,0.0,357.33268218,0.0,7.0,34.327276537
5133,0,27600,60039.0,86166.0,DebtCon,Office,0.0,0.0,0.0,100.94932169,0.0,23.0,33.820934036
92,0,4000,,45760.0,HomeImp,,0.0,0.0,0.0,,0.0,0.0,
1988,0,12900,58566.0,74655.0,DebtCon,Mgr,5.0,,,116.77581763,,24.0,39.977051188
1558,0,11400,,38246.0,HomeImp,Other,,,0.0,88.886975341,0.0,10.0,37.658388771
425,0,6700,55113.0,56486.0,HomeImp,Other,4.0,0.0,0.0,84.417030462,0.0,17.0,23.642853829
3518,0,18600,72860.0,90347.0,DebtCon,Other,0.0,1.0,1.0,104.04046687,2.0,26.0,36.025925278
228,0,5300,50934.0,62957.0,HomeImp,Office,21.0,0.0,0.0,197.24195728,0.0,20.0,19.350505633
3409,0,18000,161413.0,196860.0,DebtCon,Other,7.0,0.0,0.0,,2.0,16.0,30.778166837
2990,0,16400,73466.0,89453.0,DebtCon,Other,4.0,0.0,0.0,198.82742376,3.0,19.0,41.523497409
3773,0,20000,69742.61,180000.0,,Other,11.0,0.0,0.0,366.3,1.0,17.0,
5661,1,40000,53543.0,,DebtCon,Other,3.5,1.0,8.0,159.3,2.0,39.0,
832,0,8600,76703.0,100862.0,HomeImp,Other,0.0,0.0,1.0,174.55712019,0.0,31.0,34.386230664
2700,0,15300,59083.0,96073.0,DebtCon,ProfExe,8.0,0.0,0.0,194.00548665,0.0,19.0,20.487979653
4285,0,22300,133995.0,281186.0,HomeImp,Mgr,2.0,0.0,0.0,181.15398818,0.0,15.0,28.899299611
1,1,1300,70053.0,68400.0,HomeImp,Other,7.0,0.0,2.0,121.83333333,0.0,14.0,
1045,0,9600,56224.0,60260.0,DebtCon,Other,15.0,0.0,3.0,219.7420453,0.0,36.0,25.439463543
3743,0,19900,128219.0,162012.0,DebtCon,Office,1.0,,0.0,374.02376692,,52.0,37.888166956
1597,0,11600,82326.0,94599.0,DebtCon,Other,0.0,4.0,0.0,,0.0,3.0,29.893621477
1936,0,12700,130867.0,201245.0,HomeImp,Office,0.0,0.0,1.0,340.79534444,0.0,15.0,40.168827023
4794,0,25100,28244.0,48375.0,DebtCon,Other,28.0,0.0,0.0,303.09508449,,13.0,31.688818252
2596,1,15000,68000.0,96000.0,DebtCon,Mgr,12.0,0.0,3.0,109.56666667,0.0,24.0,
764,0,8400,82972.0,121796.0,HomeImp,Other,7.0,,,,,,41.445623568
2847,0,15900,52012.0,105877.0,HomeImp,Other,0.0,0.0,2.0,50.53156169,1.0,10.0,40.392256543
